자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-03358,2017-09-01 00:32:47,00207,여의나루역 1번출구 앞,25,2017-09-01 01:16:19,00818,숙명여대 입구 교차로,12,42,5480.00,1994,F,내국인,ST-73,ST-437,LCD자전거
SPB-01240,2017-09-01 00:33:56,00207,여의나루역 1번출구 앞,26,2017-09-01 01:16:19,00818,숙명여대 입구 교차로,9,42,5540.00,1991,M,내국인,ST-73,ST-437,LCD자전거
SPB-07404,2017-09-01 00:10:56,00340,혜화동 로터리,3,2017-09-01 01:16:21,00388,동성중학교 앞,5,60,6380.00,\N,\N,비회원,ST-156,ST-444,LCD자전거
SPB-09015,2017-09-01 00:25:11,01304,만해공원,15,2017-09-01 01:16:29,00388,동성중학교 앞,7,48,2130.00,1997,F,내국인,ST-826,ST-444,LCD자전거
SPB-04383,2017-09-01 00:20:49,02327,뱅뱅사거리 랜드마크타워 앞,10,2017-09-01 01:16:32,00515,광양중학교 앞,10,55,10500.00,1973,M,내국인,ST-810,ST-113,LCD자전거
SPB-07176,2017-09-01 01:08:54,00807,서울역 12번 출구 앞,1,2017-09-01 01:16:35,00311,9955 도봉정비센터,7,7,2090.00,1972,F,내국인,ST-328,ST-127,LCD자전거
SPB-10749,2017-09-01 00:59:51,00615,용두동 래미안허브리츠아파트 앞,20,2017-09-01 01:16:38,00635,시조사 앞,1,16,260.00,1983,M,내국인,ST-274,ST-402,LCD자전거
SPB-05676,2017-09-01 00:18:46,00266,영등포청과시장 사거리,1,2017-09-01 01:16:51,00230,영등포구청역 7번출구,5,57,1500.00,1992,M,내국인,ST-420,ST-413,LCD자전거
SPB-05659,2017-09-01 00:17:41,02237,서울남부터미널 대합실 입구,5,2017-09-01 01:16:56,02237,서울남부터미널 대합실 입구,2,58,10110.00,\N,\N,비회원,ST-764,ST-764,LCD자전거
SPB-00733,2017-09-01 01:06:32,00177,북가좌 초등학교,3,2017-09-01 01:17:01,00176,명지대학교 도서관,7,10,1860.00,1990,F,내국인,ST-345,ST-555,LCD자전거
SPB-06682,2017-09-01 00:47:56,02034,사당역 7번출구쪽,4,2017-09-01 01:17:16,02102,봉림교 교통섬,19,28,5430.00,1986,M,내국인,ST-924,ST-702,LCD자전거
SPB-06428,2017-09-01 01:06:30,01018,둔촌 주공 GS 맞은편,12,2017-09-01 01:17:26,01022,길동 사거리(초소앞),6,10,2290.00,1993,M,내국인,ST-830,ST-505,LCD자전거
SPB-06292,2017-09-01 00:50:28,02122,낙성대로 입구,18,2017-09-01 01:17:26,02119,중앙동 동진빌딩,9,26,1690.00,1992,F,내국인,ST-719,ST-884,LCD자전거
SPB-06816,2017-09-01 01:09:33,01201,가락시장역 3번 출구,4,2017-09-01 01:17:31,01244,문정 법조단지8,2,7,1620.00,1985,M,내국인,ST-838,ST-904,LCD자전거
SPB-06372,2017-09-01 00:47:49,00160,북아현동 가구거리,6,2017-09-01 01:17:33,00205,산업은행 앞,1,29,5520.00,1988,F,내국인,ST-217,ST-52,LCD자전거
SPB-09294,2017-09-01 00:58:10,00635,시조사 앞,5,2017-09-01 01:17:38,01320,LG베스트샵 종암점,3,17,890.00,1952,F,내국인,ST-402,ST-597,LCD자전거
SPB-04304,2017-09-01 01:12:25,01205,종합운동장역 4번출구,1,2017-09-01 01:18:09,01249,아주중학교건너편,1,5,1180.00,1994,F,내국인,ST-539,ST-909,LCD자전거
SPB-03378,2017-09-01 00:07:14,00237,보라매 두산위브 건너편,6,2017-09-01 01:18:19,00237,보라매 두산위브 건너편,6,70,15780.00,1993,M,내국인,ST-286,ST-286,LCD자전거
SPB-06246,2017-09-01 01:03:07,01231,잠실역 6번출구,5,2017-09-01 01:18:25,01221,삼전역 4번출구,1,14,2710.00,1993,M,내국인,ST-840,ST-933,LCD자전거
SPB-04339,2017-09-01 01:12:50,00111,상수역 2번출구 앞,3,2017-09-01 01:18:32,00112,극동방송국 앞,1,5,460.00,1993,F,내국인,ST-15,ST-16,LCD자전거
SPB-07236,2017-09-01 00:56:27,00102,망원역 1번출구 앞,14,2017-09-01 01:18:48,00152,마포구민체육센터 앞,12,22,1700.00,1983,M,내국인,ST-4,ST-209,LCD자전거
SPB-06554,2017-09-01 00:53:58,00112,극동방송국 앞,5,2017-09-01 01:18:49,99999,영남센터,8,24,3830.00,1990,M,내국인,ST-16,ST-229,LCD자전거
SPB-04142,2017-09-01 01:15:14,00909,백련산 힐스테이트 3차,3,2017-09-01 01:18:56,00912,응암오거리,6,3,880.00,1971,M,내국인,ST-457,ST-460,LCD자전거
SPB-06778,2017-09-01 01:12:23,01908,해원리바파크 육교 밑,10,2017-09-01 01:19:21,01925,동양미래대학교 정문 옆,12,6,870.00,1989,F,내국인,ST-666,ST-919,LCD자전거
SPB-06120,2017-09-01 01:04:23,00109,제일빌딩 앞,3,2017-09-01 01:19:40,00113,홍대입구역 2번출구 앞,3,14,1750.00,1995,M,내국인,ST-11,ST-18,LCD자전거
SPB-04627,2017-09-01 00:26:39,00126,서강대 후문 옆,3,2017-09-01 01:19:52,00124,서강대 정문 건너편,1,52,810.00,1994,M,내국인,ST-28,ST-26,LCD자전거
SPB-04504,2017-09-01 01:11:02,00529,장한평역 8번 출구 앞,1,2017-09-01 01:19:59,00560,비전교회 앞,8,8,1950.00,1993,F,내국인,ST-243,ST-361,LCD자전거
SPB-11416,2017-09-01 00:34:04,00818,숙명여대 입구 교차로,1,2017-09-01 01:20:06,00818,숙명여대 입구 교차로,1,43,2100.00,1980,M,내국인,ST-437,ST-437,LCD자전거
SPB-00848,2017-09-01 00:34:13,00818,숙명여대 입구 교차로,2,2017-09-01 01:20:09,00818,숙명여대 입구 교차로,2,45,2410.00,\N,F,비회원,ST-437,ST-437,LCD자전거
SPB-06207,2017-09-01 01:07:50,00117,홍은사거리,1,2017-09-01 01:20:13,00175,홍연2교옆,1,12,2270.00,1991,M,내국인,ST-17,ST-231,LCD자전거
SPB-11064,2017-09-01 01:03:17,00182,망원2빗물펌프장 앞,2,2017-09-01 01:20:14,00116,일진아이윌아파트 옆,1,17,1390.00,1983,M,내국인,ST-340,ST-14,LCD자전거
SPB-00067,2017-09-01 01:06:58,02157,난곡 사거리,10,2017-09-01 01:20:15,02107,도림천 신화교,25,12,2660.00,1992,M,내국인,ST-711,ST-713,LCD자전거
SPB-07315,2017-09-01 01:05:38,00915,증산역 4번출구,6,2017-09-01 01:20:26,00421,마포구청 앞,3,15,1710.00,1970,M,내국인,ST-463,ST-82,LCD자전거
SPB-11429,2017-09-01 01:13:47,00134,연세로 명물길,2,2017-09-01 01:20:39,00125,서강대 남문 옆,15,6,1110.00,1993,M,내국인,ST-36,ST-27,LCD자전거
SPB-04221,2017-09-01 01:00:50,00217,NH농협은행 앞,10,2017-09-01 01:20:47,00221,여의도초교 앞,10,19,990.00,1964,M,내국인,ST-66,ST-67,LCD자전거
SPB-02315,2017-09-01 01:10:36,00125,서강대 남문 옆,5,2017-09-01 01:20:50,00146,마포역 2번출구 뒤,8,9,2030.00,1991,M,내국인,ST-27,ST-204,LCD자전거
SPB-07617,2017-09-01 01:08:44,01824,독산근린공원 입구,13,2017-09-01 01:20:53,01823,W컨템포오피스텔앞,1,11,790.00,1963,M,내국인,ST-632,ST-631,LCD자전거
SPB-07625,2017-09-01 01:06:32,00347,동대문역사문화공원역 9번출구 앞,14,2017-09-01 01:20:54,00559,왕십리역 4번 출구 건너편,4,13,1210.00,1995,M,내국인,ST-163,ST-360,LCD자전거
SPB-09188,2017-09-01 01:06:01,00400,상암한화오벨리스크 1차 앞,3,2017-09-01 01:21:23,00915,증산역 4번출구,6,13,1600.00,1962,M,내국인,ST-110,ST-463,LCD자전거
SPB-06923,2017-09-01 01:18:25,00253,신풍역 5번출구 인근,1,2017-09-01 01:21:33,00234,영등포구민체육센터 앞,9,2,380.00,1992,M,내국인,ST-301,ST-283,LCD자전거
SPB-02286,2017-09-01 01:18:14,00811,녹사평역1번출구,1,2017-09-01 01:21:39,00812,용산전쟁기념관,15,3,0.00,1985,M,내국인,ST-332,ST-333,LCD자전거
SPB-02792,2017-09-01 00:31:01,01904,도림천역 1번 출구 앞,8,2017-09-01 01:21:40,01820,신한은행 시흥대로금융센터지점,10,50,10910.00,1971,M,내국인,ST-663,ST-628,LCD자전거
SPB-01180,2017-09-01 01:10:39,00134,연세로 명물길,5,2017-09-01 01:21:41,99999,영남센터,3,10,2650.00,1992,M,내국인,ST-36,ST-229,LCD자전거
SPB-03607,2017-09-01 01:16:32,00712,강월초교입구 사거리,4,2017-09-01 01:21:47,00709,신정3동 현장민원실 앞,19,4,770.00,1981,M,내국인,ST-319,ST-316,LCD자전거
SPB-11418,2017-09-01 01:09:48,01014,강동구평생학습관앞,9,2017-09-01 01:21:50,01010,강동세무서,14,11,2140.00,1982,M,내국인,ST-498,ST-494,LCD자전거
SPB-04120,2017-09-01 01:10:19,01201,가락시장역 3번 출구,9,2017-09-01 01:21:51,01240,문정 법조단지4,8,11,1990.00,1970,M,내국인,ST-838,ST-900,LCD자전거
SPB-05854,2017-09-01 01:16:08,00389,을지로4가역 1번출구,7,2017-09-01 01:22:02,00329,청계2가 사거리 옆,6,5,1090.00,1991,M,내국인,ST-943,ST-145,LCD자전거
SPB-03352,2017-09-01 00:37:21,00242,신길선원가와인아파트 앞,7,2017-09-01 01:22:12,02143,서울산업정보학교,4,44,8280.00,1993,M,내국인,ST-291,ST-886,LCD자전거
SPB-05169,2017-09-01 01:14:02,00537,한양대후문역 부근,8,2017-09-01 01:22:29,00581,용답초등학교,6,8,1500.00,1982,M,내국인,ST-249,ST-374,LCD자전거
SPB-07930,2017-09-01 01:08:12,00914,새절역 2번출구,17,2017-09-01 01:22:42,00906,연신내역 5번출구,2,14,1780.00,1993,M,내국인,ST-462,ST-454,LCD자전거
SPB-01314,2017-09-01 00:45:07,00559,왕십리역 4번 출구 건너편,9,2017-09-01 01:22:43,00509,이마트 버스정류소 옆,5,37,6110.00,1993,M,내국인,ST-360,ST-106,LCD자전거
SPB-07593,2017-09-01 00:46:01,00559,왕십리역 4번 출구 건너편,10,2017-09-01 01:22:47,00509,이마트 버스정류소 옆,8,35,760.00,1986,F,내국인,ST-360,ST-106,LCD자전거
SPB-06578,2017-09-01 00:56:54,00271,샛강생태공원방문자센터 앞,3,2017-09-01 01:22:57,00237,보라매 두산위브 건너편,13,25,5010.00,1994,M,내국인,ST-425,ST-286,LCD자전거
SPB-12164,2017-09-01 01:17:53,00820,청파동입구 교차로,8,2017-09-01 01:22:59,00820,청파동입구 교차로,7,4,380.00,1992,M,내국인,ST-439,ST-439,LCD자전거
SPB-08856,2017-09-01 01:11:56,01227,거여역 8번출구 뒤,8,2017-09-01 01:23:00,01207,마천중앙시장,2,10,0.00,1999,M,내국인,ST-895,ST-738,LCD자전거
SPB-07387,2017-09-01 01:06:35,01129,화곡역 1번 출구 앞,5,2017-09-01 01:23:05,00714,한국SGI 양천문화회관 앞,8,14,170.00,1993,F,내국인,ST-525,ST-321,LCD자전거
SPB-04522,2017-09-01 00:26:10,00803,한남초교 앞 보도육교,1,2017-09-01 01:23:12,00103,망원역 2번출구 앞,14,56,14860.00,1984,M,내국인,ST-325,ST-5,LCD자전거
SPB-12126,2017-09-01 01:00:10,00560,비전교회 앞,8,2017-09-01 01:23:13,00513,뚝섬역 5번 출구 정류소 옆,8,21,0.00,1972,M,내국인,ST-361,ST-111,LCD자전거
SPB-08835,2017-09-01 00:55:12,00525,한양대병원사거리,18,2017-09-01 01:23:14,00356,KT혜화지사 앞,14,25,2610.00,1989,M,내국인,ST-241,ST-172,LCD자전거
SPB-00104,2017-09-01 01:20:23,00806,전자랜드 본관 앞,7,2017-09-01 01:23:17,00806,전자랜드 본관 앞,3,2,10.00,1992,M,내국인,ST-327,ST-327,LCD자전거
SPB-03184,2017-09-01 01:09:03,00642,신답역 사거리,3,2017-09-01 01:23:19,00602,장안동 사거리,5,13,3210.00,1985,F,내국인,ST-409,ST-262,LCD자전거
SPB-07870,2017-09-01 01:03:16,00240,문래역 4번출구 앞,2,2017-09-01 01:23:34,00708,서울출입국관리사무소 앞,14,19,0.00,1989,M,내국인,ST-289,ST-315,LCD자전거
SPB-00468,2017-09-01 00:56:16,00271,샛강생태공원방문자센터 앞,10,2017-09-01 01:23:41,00237,보라매 두산위브 건너편,3,27,5010.00,\N,\N,비회원,ST-425,ST-286,LCD자전거
SPB-01517,2017-09-01 01:08:32,00802,한강진역 2번 출구 앞,4,2017-09-01 01:24:03,00374,신당동주민센터앞,5,14,2980.00,1996,M,내국인,ST-324,ST-189,LCD자전거
SPB-07739,2017-09-01 01:07:19,00802,한강진역 2번 출구 앞,6,2017-09-01 01:24:13,00374,신당동주민센터앞,1,16,1190.00,1993,M,내국인,ST-324,ST-189,LCD자전거
SPB-03496,2017-09-01 00:50:15,00207,여의나루역 1번출구 앞,16,2017-09-01 01:24:13,00266,영등포청과시장 사거리,3,33,3610.00,1997,F,내국인,ST-73,ST-420,LCD자전거
SPB-12372,2017-09-01 00:48:22,00207,여의나루역 1번출구 앞,30,2017-09-01 01:24:16,00266,영등포청과시장 사거리,5,29,590.00,1997,M,내국인,ST-73,ST-420,LCD자전거
SPB-11873,2017-09-01 00:22:38,00525,한양대병원사거리,4,2017-09-01 01:24:17,00525,한양대병원사거리,4,62,0.00,1996,M,내국인,ST-241,ST-241,LCD자전거
SPB-11605,2017-09-01 01:13:36,00502,자양(뚝섬한강공원)역 1번출구 앞,1,2017-09-01 01:24:28,00509,이마트 버스정류소 옆,16,10,650.00,1987,M,내국인,ST-99,ST-106,LCD자전거
SPB-06601,2017-09-01 01:16:38,00418,월드컵경기장역 3번출구 옆,7,2017-09-01 01:24:31,00154,마포구청역,6,7,1480.00,1991,F,내국인,ST-89,ST-211,LCD자전거
SPB-03734,2017-09-01 00:37:26,00407,마포구 육아종합지원센터,4,2017-09-01 01:24:33,00915,증산역 4번출구,4,46,4770.00,1969,M,내국인,ST-83,ST-463,LCD자전거
SPB-00105,2017-09-01 01:03:17,02003,사육신공원앞,2,2017-09-01 01:24:34,00816,신용산역 6번출구 앞,8,20,3130.00,1988,M,내국인,ST-877,ST-435,LCD자전거
SPB-12284,2017-09-01 01:03:05,02003,사육신공원앞,3,2017-09-01 01:24:39,00816,신용산역 6번출구 앞,6,19,1570.00,1988,M,내국인,ST-877,ST-435,LCD자전거
SPB-11721,2017-09-01 01:11:35,01102,방화사거리 마을버스 버스정류장,5,2017-09-01 01:24:41,01112,마곡엠밸리4단지 정문,3,12,1170.00,1992,F,내국인,ST-508,ST-513,LCD자전거
SPB-08193,2017-09-01 00:48:42,00302,경복궁역 6번출구 뒤,1,2017-09-01 01:24:52,00334,종로3가역 2번출구 뒤,5,32,450.00,1978,M,내국인,ST-118,ST-150,LCD자전거
SPB-04762,2017-09-01 00:52:54,00117,홍은사거리,1,2017-09-01 01:25:06,00417,DMC역 2번출구 옆,1,31,7500.00,1962,M,내국인,ST-17,ST-93,LCD자전거
SPB-11992,2017-09-01 00:52:07,02034,사당역 7번출구쪽,12,2017-09-01 01:25:10,02102,봉림교 교통섬,13,33,7090.00,1976,M,내국인,ST-924,ST-702,LCD자전거
SPB-05007,2017-09-01 01:04:06,00558,성동광진 교육지원청 앞,1,2017-09-01 01:25:29,01308,안암로터리 버스정류장 앞,5,17,3300.00,1992,M,내국인,ST-359,ST-827,LCD자전거
SPB-01417,2017-09-01 01:20:27,00111,상수역 2번출구 앞,1,2017-09-01 01:25:30,00108,서교동 사거리,1,4,1120.00,1979,M,내국인,ST-15,ST-10,LCD자전거
SPB-03934,2017-09-01 01:14:00,00320,을지로입구역 4번출구 앞,4,2017-09-01 01:25:37,00387,훈련원공원주차장 앞,8,11,2120.00,1981,M,내국인,ST-136,ST-338,LCD자전거
SPB-03101,2017-09-01 01:16:27,00706,신정네거리역,3,2017-09-01 01:25:40,00712,강월초교입구 사거리,4,8,1550.00,1975,M,내국인,ST-313,ST-319,LCD자전거
SPB-09138,2017-09-01 00:39:52,02028,남성역 2번출구 뒷편,5,2017-09-01 01:25:42,00206,KBS 앞,17,44,6750.00,1993,M,내국인,ST-878,ST-53,LCD자전거
SPB-09824,2017-09-01 01:22:13,00329,청계2가 사거리 옆,3,2017-09-01 01:25:44,00327,낙원상가 옆,6,3,350.00,1991,M,내국인,ST-145,ST-143,LCD자전거
SPB-02621,2017-09-01 01:14:48,00142,아현역 4번출구 앞,4,2017-09-01 01:25:45,00146,마포역 2번출구 뒤,4,10,2440.00,1972,M,내국인,ST-200,ST-204,LCD자전거
SPB-04688,2017-09-01 00:09:24,00542,강변역 4번출구 뒤,7,2017-09-01 01:25:49,01244,문정 법조단지8,3,76,7940.00,1992,F,내국인,ST-254,ST-904,LCD자전거
SPB-06521,2017-09-01 01:04:52,00700,KB국민은행 염창역 지점 앞,19,2017-09-01 01:25:55,01127,화곡역 버스정류장,6,20,4330.00,1987,M,내국인,ST-308,ST-524,LCD자전거
SPB-11708,2017-09-01 01:19:50,00114,홍대입구역 8번출구 앞,1,2017-09-01 01:26:03,00138,신촌동 제1공영주차장 앞,8,6,920.00,1988,M,내국인,ST-20,ST-40,LCD자전거
SPB-00698,2017-09-01 01:18:46,00106,합정역 7번출구 앞,2,2017-09-01 01:26:24,00119,서강나루 공원,1,7,2250.00,1986,M,내국인,ST-8,ST-21,LCD자전거
SPB-01616,2017-09-01 01:08:47,00143,공덕역 2번출구,9,2017-09-01 01:26:44,00118,광흥창역 2번출구 앞,9,17,2740.00,1990,M,내국인,ST-201,ST-19,LCD자전거
SPB-06279,2017-09-01 01:05:56,01420,신내어울공원 앞,15,2017-09-01 01:26:50,01601,석계역 문화광장 내 자전거 보관소,12,20,3530.00,1973,M,내국인,ST-585,ST-600,LCD자전거
SPB-11336,2017-09-01 01:18:20,00638,서울시립대 정보기술관,2,2017-09-01 01:26:53,00625,답십리초등학교 앞(현대시장 옆),8,8,1400.00,1990,M,내국인,ST-405,ST-393,LCD자전거
SPB-01004,2017-09-01 01:16:04,01140,목동사거리 버스정류장,5,2017-09-01 01:27:00,01132,등촌역 7번출구,9,10,2360.00,1998,F,내국인,ST-534,ST-528,LCD자전거
SPB-06723,2017-09-01 01:14:50,00449,일성아파트,9,2017-09-01 01:27:03,00123,문화촌 공원,7,11,3560.00,1998,M,내국인,ST-941,ST-25,LCD자전거
SPB-02367,2017-09-01 01:10:25,02327,뱅뱅사거리 랜드마크타워 앞,5,2017-09-01 01:27:02,02330,역삼월드메르디앙아파트 앞,7,16,1470.00,1956,M,내국인,ST-810,ST-813,LCD자전거
SPB-10697,2017-09-01 01:10:41,01112,마곡엠밸리4단지 정문,3,2017-09-01 01:27:03,01117,등촌5단지아파트 버스정류장,6,14,880.00,1991,M,내국인,ST-513,ST-834,LCD자전거
SPB-03957,2017-09-01 01:17:52,01411,상봉시장앞 교차로 한성빌딩 앞,5,2017-09-01 01:27:09,01434,홈플러스 면목동점,12,8,1640.00,1990,M,내국인,ST-912,ST-592,LCD자전거
SPB-03254,2017-09-01 01:00:56,01914,대림역4번출구,5,2017-09-01 01:27:10,00241,신길우성1차아파트 앞 공원,8,25,1620.00,1978,M,내국인,ST-918,ST-290,LCD자전거
SPB-06770,2017-09-01 00:42:44,00607,신이문역 2번출구,1,2017-09-01 01:27:16,01637,KT 전화국 버스정류장 옆,15,44,8320.00,1977,M,내국인,ST-267,ST-611,LCD자전거
SPB-02763,2017-09-01 01:17:56,01411,상봉시장앞 교차로 한성빌딩 앞,4,2017-09-01 01:27:34,01434,홈플러스 면목동점,15,9,1620.00,1990,F,내국인,ST-912,ST-592,LCD자전거
SPB-04293,2017-09-01 01:09:06,00508,성수아카데미타워 앞,5,2017-09-01 01:27:41,00573,구의문주차장 앞,4,18,3010.00,1986,M,내국인,ST-105,ST-384,LCD자전거
SPB-11410,2017-09-01 00:57:58,01127,화곡역 버스정류장,5,2017-09-01 01:28:12,01112,마곡엠밸리4단지 정문,11,30,4990.00,1992,M,내국인,ST-524,ST-513,LCD자전거
SPB-11656,2017-09-01 01:15:41,00907,CJ 드림시티,1,2017-09-01 01:28:17,00900,은평예술회관,3,12,600.00,1984,M,내국인,ST-455,ST-448,LCD자전거
SPB-05018,2017-09-01 00:31:01,00346,맥스타일 앞,3,2017-09-01 01:28:33,00351,청운초교 앞 삼거리,1,57,8040.00,1993,M,내국인,ST-162,ST-167,LCD자전거
SPB-11306,2017-09-01 01:13:06,01130,화곡본동시장 버스정류장,4,2017-09-01 01:28:39,01145,곰달래 문화복지센터 B,8,14,720.00,1987,M,내국인,ST-526,ST-536,LCD자전거
SPB-07501,2017-09-01 00:45:11,00512,뚝섬역 1번 출구 옆,4,2017-09-01 01:28:46,00510,뚝도아리수정수센터 버스정류소 옆,1,40,2610.00,1986,M,내국인,ST-109,ST-107,LCD자전거
SPB-04427,2017-09-01 00:30:27,00346,맥스타일 앞,1,2017-09-01 01:28:47,00351,청운초교 앞 삼거리,1,57,7960.00,1995,F,내국인,ST-162,ST-167,LCD자전거
SPB-12110,2017-09-01 00:57:12,00813,삼각지역 3번출구,18,2017-09-01 01:29:02,00122,신성기사식당 앞,1,28,1790.00,1976,M,내국인,ST-334,ST-24,LCD자전거
SPB-03768,2017-09-01 01:06:19,00567,성수역 2번출구 앞,6,2017-09-01 01:29:03,00573,구의문주차장 앞,10,22,3360.00,1993,M,내국인,ST-368,ST-384,LCD자전거
SPB-03025,2017-09-01 00:45:49,00207,여의나루역 1번출구 앞,28,2017-09-01 01:29:05,00146,마포역 2번출구 뒤,1,42,6170.00,1994,M,내국인,ST-73,ST-204,LCD자전거
SPB-09176,2017-09-01 01:04:20,02321,학여울역 사거리,1,2017-09-01 01:29:25,01221,삼전역 4번출구,1,24,910.00,1982,F,내국인,ST-804,ST-933,LCD자전거
SPB-02096,2017-09-01 01:20:49,00642,신답역 사거리,2,2017-09-01 01:29:28,00601,용신동주민센터,4,8,1400.00,1972,M,내국인,ST-409,ST-261,LCD자전거
SPB-11771,2017-09-01 01:04:27,00362,청계8가사거리 A,6,2017-09-01 01:29:30,00180,충정로역 7번출구 아래,1,23,3950.00,1988,M,내국인,ST-176,ST-233,LCD자전거
SPB-02008,2017-09-01 00:59:41,00109,제일빌딩 앞,8,2017-09-01 01:29:35,00820,청파동입구 교차로,8,29,6320.00,1992,F,내국인,ST-11,ST-439,LCD자전거
SPB-06720,2017-09-01 00:51:50,02230,이수역 4번 출구,20,2017-09-01 01:29:35,00565,옥수역 3번출구,10,37,8950.00,1989,M,내국인,ST-760,ST-366,LCD자전거
SPB-00021,2017-09-01 01:22:21,00234,영등포구민체육센터 앞,5,2017-09-01 01:29:41,00241,신길우성1차아파트 앞 공원,1,7,1210.00,1992,M,내국인,ST-283,ST-290,LCD자전거
SPB-08585,2017-09-01 00:56:11,01333,석관초등학교 앞,11,2017-09-01 01:29:47,01503,강북구청사거리(수유역 8번출구),12,32,1780.00,1992,M,내국인,ST-579,ST-643,LCD자전거
SPB-01659,2017-09-01 01:20:48,00210,IFC몰,7,2017-09-01 01:29:49,00224,롯데캐슬 앞,20,8,1380.00,1969,M,내국인,ST-56,ST-70,LCD자전거
SPB-11944,2017-09-01 01:12:22,02003,사육신공원앞,6,2017-09-01 01:30:07,00251,서울지방병무청 버스정류장,2,17,980.00,1986,M,내국인,ST-877,ST-299,LCD자전거
SPB-07274,2017-09-01 01:26:23,00251,서울지방병무청 버스정류장,4,2017-09-01 01:30:08,02009,보라매역 8번출구,7,3,600.00,1982,M,내국인,ST-299,ST-726,LCD자전거
SPB-11188,2017-09-01 01:11:36,00184,망원우체국사거리 인근,4,2017-09-01 01:30:22,00118,광흥창역 2번출구 앞,4,17,520.00,1994,F,내국인,ST-342,ST-19,LCD자전거
SPB-00700,2017-09-01 00:13:59,00122,신성기사식당 앞,8,2017-09-01 01:30:23,00248,초원아파트 앞,7,75,5230.00,\N,\N,비회원,ST-24,ST-296,LCD자전거
SPB-11692,2017-09-01 00:40:23,00925,불광역 2번출구,1,2017-09-01 01:30:25,00579,마장역 4번출구,2,51,3530.00,1993,M,내국인,ST-473,ST-372,LCD자전거
SPB-04465,2017-09-01 00:16:44,02102,봉림교 교통섬,11,2017-09-01 01:30:28,02102,봉림교 교통섬,12,73,18630.00,1985,M,내국인,ST-702,ST-702,LCD자전거
SPB-02550,2017-09-01 00:16:06,00122,신성기사식당 앞,9,2017-09-01 01:30:29,00248,초원아파트 앞,6,74,5190.00,1992,M,내국인,ST-24,ST-296,LCD자전거
SPB-03287,2017-09-01 00:16:45,02102,봉림교 교통섬,13,2017-09-01 01:30:31,02102,봉림교 교통섬,18,73,18910.00,1984,F,내국인,ST-702,ST-702,LCD자전거
SPB-06494,2017-09-01 00:58:32,01221,삼전역 4번출구,4,2017-09-01 01:30:38,01209,잠실나루역 (2번 출구 쪽),8,31,3760.00,1993,F,내국인,ST-933,ST-542,LCD자전거
SPB-08070,2017-09-01 01:07:20,00259,대방역6번출구,17,2017-09-01 01:30:46,00221,여의도초교 앞,9,21,660.00,1999,M,내국인,ST-307,ST-67,LCD자전거
SPB-05879,2017-09-01 01:20:26,00143,공덕역 2번출구,2,2017-09-01 01:30:51,00121,마포소방서 앞,10,10,2080.00,1981,M,내국인,ST-201,ST-23,LCD자전거
SPB-05055,2017-09-01 00:59:00,01221,삼전역 4번출구,1,2017-09-01 01:30:52,01209,잠실나루역 (2번 출구 쪽),11,31,3870.00,\N,F,비회원,ST-933,ST-542,LCD자전거
SPB-02986,2017-09-01 00:28:18,00144,공덕역 8번출구,5,2017-09-01 01:30:54,01120,대림경동아파트앞,1,62,12000.00,1983,M,내국인,ST-202,ST-518,LCD자전거
SPB-05676,2017-09-01 01:17:17,00230,영등포구청역 7번출구,5,2017-09-01 01:30:55,00703,오목교역 7번출구 앞,5,13,2310.00,1992,M,내국인,ST-413,ST-311,LCD자전거
SPB-02530,2017-09-01 01:18:48,00144,공덕역 8번출구,3,2017-09-01 01:31:06,00150,서강대역 2번출구 앞,7,11,2090.00,1989,M,내국인,ST-202,ST-207,LCD자전거
SPB-00851,2017-09-01 01:19:05,00144,공덕역 8번출구,9,2017-09-01 01:31:09,00150,서강대역 2번출구 앞,1,11,2070.00,1991,M,내국인,ST-202,ST-207,LCD자전거
SPB-07336,2017-09-01 00:09:35,00103,망원역 2번출구 앞,2,2017-09-01 01:31:19,00113,홍대입구역 2번출구 앞,25,81,4960.00,\N,\N,비회원,ST-5,ST-18,LCD자전거
SPB-07165,2017-09-01 01:08:23,00103,망원역 2번출구 앞,10,2017-09-01 01:31:22,00113,홍대입구역 2번출구 앞,20,22,1970.00,1992,F,내국인,ST-5,ST-18,LCD자전거
SPB-06510,2017-09-01 01:26:56,00372,약수역 3번출구 뒤,4,2017-09-01 01:31:28,00374,신당동주민센터앞,1,4,960.00,1988,M,내국인,ST-187,ST-189,LCD자전거
SPB-05585,2017-09-01 01:16:24,00103,망원역 2번출구 앞,11,2017-09-01 01:31:33,00113,홍대입구역 2번출구 앞,22,14,2000.00,\N,\N,비회원,ST-5,ST-18,LCD자전거
SPB-00768,2017-09-01 00:31:45,00501,광진문화예술회관 앞,8,2017-09-01 01:31:39,00502,자양(뚝섬한강공원)역 1번출구 앞,1,59,5790.00,1994,M,내국인,ST-98,ST-99,LCD자전거
SPB-03162,2017-09-01 00:37:50,02212,서초현대4차아파트 201동 맞은편,20,2017-09-01 01:31:41,02239,교대역 6번출구,7,53,1640.00,1974,M,내국인,ST-746,ST-765,LCD자전거
